FILENAME,SMILES
./ske_56_10_1.mol,O=[N+]([O-])c1cc2nnncn2n1
./ske_56_10_2.mol,O=[N+]([O-])c1cnn2cnnnc12
./ske_56_10_3.mol,O=[N+]([O-])c1nnnc2ccnn12
./ske_56_10_4.mol,Nc1cc2nnncn2n1
./ske_56_10_5.mol,Nc1cnn2cnnnc12
./ske_56_10_6.mol,Nc1nnnc2ccnn12
./ske_56_10_7.mol,O=[N+]([O-])c1nn2cnnnc2c1[N+](=O)[O-]
./ske_56_10_8.mol,O=[N+]([O-])c1cc2nnnc([N+](=O)[O-])n2n1
./ske_56_10_9.mol,O=[N+]([O-])c1cnn2c([N+](=O)[O-])nnnc12
./ske_56_10_10.mol,Nc1c([N+](=O)[O-])nn2cnnnc12
./ske_56_10_11.mol,Nc1nnnc2cc([N+](=O)[O-])nn12
./ske_56_10_12.mol,Nc1nn2cnnnc2c1[N+](=O)[O-]
./ske_56_10_13.mol,Nc1nnnc2c([N+](=O)[O-])cnn12
./ske_56_10_14.mol,Nc1cc2nnnc([N+](=O)[O-])n2n1
./ske_56_10_15.mol,Nc1cnn2c([N+](=O)[O-])nnnc12
./ske_56_10_16.mol,Nc1nn2cnnnc2c1N
./ske_56_10_17.mol,Nc1cc2nnnc(N)n2n1
./ske_56_10_18.mol,Nc1cnn2c(N)nnnc12
./ske_56_10_19.mol,O=[N+]([O-])c1nn2c([N+](=O)[O-])nnnc2c1[N+](=O)[O-]
./ske_56_10_20.mol,Nc1nnnc2c([N+](=O)[O-])c([N+](=O)[O-])nn12
./ske_56_10_21.mol,Nc1c([N+](=O)[O-])nn2c([N+](=O)[O-])nnnc12
./ske_56_10_22.mol,Nc1nn2c([N+](=O)[O-])nnnc2c1[N+](=O)[O-]
./ske_56_10_23.mol,Nc1c([N+](=O)[O-])nn2c(N)nnnc12
./ske_56_10_24.mol,Nc1nn2c(N)nnnc2c1[N+](=O)[O-]
./ske_56_10_25.mol,Nc1nn2c([N+](=O)[O-])nnnc2c1N
./ske_56_10_26.mol,Nc1nn2c(N)nnnc2c1N
