FILENAME,SMILES
./ske_56_9_1.mol,O=[N+]([O-])c1cc2nncnn2n1
./ske_56_9_2.mol,O=[N+]([O-])c1cnn2ncnnc12
./ske_56_9_3.mol,O=[N+]([O-])c1nnc2ccnn2n1
./ske_56_9_4.mol,Nc1cc2nncnn2n1
./ske_56_9_5.mol,Nc1cnn2ncnnc12
./ske_56_9_6.mol,Nc1nnc2ccnn2n1
./ske_56_9_7.mol,O=[N+]([O-])c1nn2ncnnc2c1[N+](=O)[O-]
./ske_56_9_8.mol,O=[N+]([O-])c1cc2nnc([N+](=O)[O-])nn2n1
./ske_56_9_9.mol,O=[N+]([O-])c1nnc2c([N+](=O)[O-])cnn2n1
./ske_56_9_10.mol,Nc1c([N+](=O)[O-])nn2ncnnc12
./ske_56_9_11.mol,Nc1nnc2cc([N+](=O)[O-])nn2n1
./ske_56_9_12.mol,Nc1nn2ncnnc2c1[N+](=O)[O-]
./ske_56_9_13.mol,Nc1nnc2c([N+](=O)[O-])cnn2n1
./ske_56_9_14.mol,Nc1cc2nnc([N+](=O)[O-])nn2n1
./ske_56_9_15.mol,Nc1cnn2nc([N+](=O)[O-])nnc12
./ske_56_9_16.mol,Nc1nn2ncnnc2c1N
./ske_56_9_17.mol,Nc1cc2nnc(N)nn2n1
./ske_56_9_18.mol,Nc1nnc2c(N)cnn2n1
./ske_56_9_19.mol,O=[N+]([O-])c1nnc2c([N+](=O)[O-])c([N+](=O)[O-])nn2n1
./ske_56_9_20.mol,Nc1nnc2c([N+](=O)[O-])c([N+](=O)[O-])nn2n1
./ske_56_9_21.mol,Nc1c([N+](=O)[O-])nn2nc([N+](=O)[O-])nnc12
./ske_56_9_22.mol,Nc1nn2nc([N+](=O)[O-])nnc2c1[N+](=O)[O-]
./ske_56_9_23.mol,Nc1nnc2c(N)c([N+](=O)[O-])nn2n1
./ske_56_9_24.mol,Nc1nnc2c([N+](=O)[O-])c(N)nn2n1
./ske_56_9_25.mol,Nc1nn2nc([N+](=O)[O-])nnc2c1N
./ske_56_9_26.mol,Nc1nnc2c(N)c(N)nn2n1
