FILENAME,SMILES
./ske_56_22_1.mol,O=[N+]([O-])c1nnc2cncnn12
./ske_56_22_2.mol,O=[N+]([O-])c1ncnn2cnnc12
./ske_56_22_3.mol,O=[N+]([O-])c1ncc2nncn2n1
./ske_56_22_4.mol,Nc1nnc2cncnn12
./ske_56_22_5.mol,Nc1ncnn2cnnc12
./ske_56_22_6.mol,Nc1ncc2nncn2n1
./ske_56_22_7.mol,O=[N+]([O-])c1ncnn2c([N+](=O)[O-])nnc12
./ske_56_22_8.mol,O=[N+]([O-])c1ncc2nnc([N+](=O)[O-])n2n1
./ske_56_22_9.mol,O=[N+]([O-])c1nc([N+](=O)[O-])c2nncn2n1
./ske_56_22_10.mol,Nc1ncnn2c([N+](=O)[O-])nnc12
./ske_56_22_11.mol,Nc1ncc2nnc([N+](=O)[O-])n2n1
./ske_56_22_12.mol,Nc1nnc2c([N+](=O)[O-])ncnn12
./ske_56_22_13.mol,Nc1nc([N+](=O)[O-])c2nncn2n1
./ske_56_22_14.mol,Nc1nnc2cnc([N+](=O)[O-])nn12
./ske_56_22_15.mol,Nc1nc([N+](=O)[O-])nn2cnnc12
./ske_56_22_16.mol,Nc1ncnn2c(N)nnc12
./ske_56_22_17.mol,Nc1ncc2nnc(N)n2n1
./ske_56_22_18.mol,Nc1nc(N)c2nncn2n1
./ske_56_22_19.mol,O=[N+]([O-])c1nc([N+](=O)[O-])c2nnc([N+](=O)[O-])n2n1
./ske_56_22_20.mol,Nc1nc([N+](=O)[O-])c2nnc([N+](=O)[O-])n2n1
./ske_56_22_21.mol,Nc1nc([N+](=O)[O-])nn2c([N+](=O)[O-])nnc12
./ske_56_22_22.mol,Nc1nnc2c([N+](=O)[O-])nc([N+](=O)[O-])nn12
./ske_56_22_23.mol,Nc1nc(N)c2nnc([N+](=O)[O-])n2n1
./ske_56_22_24.mol,Nc1nc([N+](=O)[O-])c2nnc(N)n2n1
./ske_56_22_25.mol,Nc1nc([N+](=O)[O-])nn2c(N)nnc12
./ske_56_22_26.mol,Nc1nc(N)c2nnc(N)n2n1
