FILENAME,SMILES
./ske_56_25_1.mol,O=[N+]([O-])c1nnc2ncncn12
./ske_56_25_2.mol,O=[N+]([O-])c1ncn2cnnc2n1
./ske_56_25_3.mol,O=[N+]([O-])c1ncnc2nncn12
./ske_56_25_4.mol,Nc1nnc2ncncn12
./ske_56_25_5.mol,Nc1ncn2cnnc2n1
./ske_56_25_6.mol,Nc1ncnc2nncn12
./ske_56_25_7.mol,O=[N+]([O-])c1ncn2c([N+](=O)[O-])nnc2n1
./ske_56_25_8.mol,O=[N+]([O-])c1ncnc2nnc([N+](=O)[O-])n12
./ske_56_25_9.mol,O=[N+]([O-])c1nc([N+](=O)[O-])n2cnnc2n1
./ske_56_25_10.mol,Nc1ncn2c([N+](=O)[O-])nnc2n1
./ske_56_25_11.mol,Nc1ncnc2nnc([N+](=O)[O-])n12
./ske_56_25_12.mol,Nc1nnc2nc([N+](=O)[O-])ncn12
./ske_56_25_13.mol,Nc1nc([N+](=O)[O-])nc2nncn12
./ske_56_25_14.mol,Nc1nnc2ncnc([N+](=O)[O-])n12
./ske_56_25_15.mol,Nc1nc([N+](=O)[O-])n2cnnc2n1
./ske_56_25_16.mol,Nc1ncn2c(N)nnc2n1
./ske_56_25_17.mol,Nc1ncnc2nnc(N)n12
./ske_56_25_18.mol,Nc1nc(N)n2cnnc2n1
./ske_56_25_19.mol,O=[N+]([O-])c1nc([N+](=O)[O-])n2c([N+](=O)[O-])nnc2n1
./ske_56_25_20.mol,Nc1nc([N+](=O)[O-])nc2nnc([N+](=O)[O-])n12
./ske_56_25_21.mol,Nc1nc([N+](=O)[O-])n2c([N+](=O)[O-])nnc2n1
./ske_56_25_22.mol,Nc1nnc2nc([N+](=O)[O-])nc([N+](=O)[O-])n12
./ske_56_25_23.mol,Nc1nc(N)n2c([N+](=O)[O-])nnc2n1
./ske_56_25_24.mol,Nc1nnc2nc([N+](=O)[O-])nc(N)n12
./ske_56_25_25.mol,Nc1nc([N+](=O)[O-])n2c(N)nnc2n1
./ske_56_25_26.mol,Nc1nc(N)n2c(N)nnc2n1
