FILENAME,SMILES
./ske_55_7_1.mol,O=[N+]([O-])n1ncc2[nH]nnc21
./ske_55_7_2.mol,O=[N+]([O-])c1n[nH]c2nn[nH]c12
./ske_55_7_3.mol,O=[N+]([O-])n1nnc2[nH]ncc21
./ske_55_7_4.mol,Nn1ncc2[nH]nnc21
./ske_55_7_5.mol,Nc1n[nH]c2nn[nH]c12
./ske_55_7_6.mol,Nn1nnc2[nH]ncc21
./ske_55_7_7.mol,O=[N+]([O-])c1nn([N+](=O)[O-])c2nn[nH]c12
./ske_55_7_8.mol,O=[N+]([O-])n1nnc2c1cnn2[N+](=O)[O-]
./ske_55_7_9.mol,O=[N+]([O-])c1n[nH]c2nnn([N+](=O)[O-])c12
./ske_55_7_10.mol,Nc1nn([N+](=O)[O-])c2nn[nH]c12
./ske_55_7_11.mol,Nn1nnc2c1cnn2[N+](=O)[O-]
./ske_55_7_12.mol,Nn1nc([N+](=O)[O-])c2[nH]nnc21
./ske_55_7_13.mol,Nn1nnc2[nH]nc([N+](=O)[O-])c21
./ske_55_7_14.mol,Nn1ncc2c1nnn2[N+](=O)[O-]
./ske_55_7_15.mol,Nc1n[nH]c2nnn([N+](=O)[O-])c12
./ske_55_7_16.mol,Nc1nn(N)c2nn[nH]c12
./ske_55_7_17.mol,Nn1nnc2c1cnn2N
./ske_55_7_18.mol,Nc1n[nH]c2nnn(N)c12
./ske_55_7_19.mol,O=[N+]([O-])c1nn([N+](=O)[O-])c2nnn([N+](=O)[O-])c12
./ske_55_7_20.mol,Nn1nnc2c1c([N+](=O)[O-])nn2[N+](=O)[O-]
./ske_55_7_21.mol,Nc1nn([N+](=O)[O-])c2nnn([N+](=O)[O-])c12
./ske_55_7_22.mol,Nn1nc([N+](=O)[O-])c2c1nnn2[N+](=O)[O-]
./ske_55_7_23.mol,Nc1nn([N+](=O)[O-])c2nnn(N)c12
./ske_55_7_24.mol,Nn1nc([N+](=O)[O-])c2c1nnn2N
./ske_55_7_25.mol,Nc1nn(N)c2nnn([N+](=O)[O-])c12
./ske_55_7_26.mol,Nc1nn(N)c2nnn(N)c12
