FILENAME,SMILES
./ske_55_2_1.mol,O=[N+]([O-])c1nc2[nH]cnc2[nH]1
./ske_55_2_2.mol,O=[N+]([O-])n1cnc2[nH]cnc21
./ske_55_2_3.mol,Nc1nc2[nH]cnc2[nH]1
./ske_55_2_4.mol,Nn1cnc2[nH]cnc21
./ske_55_2_5.mol,O=[N+]([O-])c1nc2[nH]cnc2n1[N+](=O)[O-]
./ske_55_2_6.mol,O=[N+]([O-])c1nc2c(ncn2[N+](=O)[O-])[nH]1
./ske_55_2_7.mol,O=[N+]([O-])c1nc2[nH]c([N+](=O)[O-])nc2[nH]1
./ske_55_2_8.mol,O=[N+]([O-])n1cnc2c1ncn2[N+](=O)[O-]
./ske_55_2_9.mol,Nn1c([N+](=O)[O-])nc2[nH]cnc21
./ske_55_2_10.mol,Nn1cnc2[nH]c([N+](=O)[O-])nc21
./ske_55_2_11.mol,Nc1nc2[nH]c([N+](=O)[O-])nc2[nH]1
./ske_55_2_12.mol,Nc1nc2[nH]cnc2n1[N+](=O)[O-]
./ske_55_2_13.mol,Nn1cnc2c1ncn2[N+](=O)[O-]
./ske_55_2_14.mol,Nc1nc2c(ncn2[N+](=O)[O-])[nH]1
./ske_55_2_15.mol,Nc1nc2[nH]cnc2n1N
./ske_55_2_16.mol,Nc1nc2c(ncn2N)[nH]1
./ske_55_2_17.mol,Nc1nc2[nH]c(N)nc2[nH]1
./ske_55_2_18.mol,Nn1cnc2c1ncn2N
./ske_55_2_19.mol,O=[N+]([O-])c1nc2c(ncn2[N+](=O)[O-])n1[N+](=O)[O-]
./ske_55_2_20.mol,O=[N+]([O-])c1nc2c(nc([N+](=O)[O-])n2[N+](=O)[O-])[nH]1
./ske_55_2_21.mol,Nn1cnc2c1nc([N+](=O)[O-])n2[N+](=O)[O-]
./ske_55_2_22.mol,Nc1nc2c(nc([N+](=O)[O-])n2[N+](=O)[O-])[nH]1
./ske_55_2_23.mol,Nn1c([N+](=O)[O-])nc2c1ncn2[N+](=O)[O-]
./ske_55_2_24.mol,Nc1nc2[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-]
./ske_55_2_25.mol,Nn1c([N+](=O)[O-])nc2[nH]c([N+](=O)[O-])nc21
./ske_55_2_26.mol,Nc1nc2c(ncn2[N+](=O)[O-])n1[N+](=O)[O-]
./ske_55_2_27.mol,Nn1cnc2c1nc([N+](=O)[O-])n2N
./ske_55_2_28.mol,Nc1nc2c(nc([N+](=O)[O-])n2N)[nH]1
./ske_55_2_29.mol,Nc1nc2[nH]c([N+](=O)[O-])nc2n1N
./ske_55_2_30.mol,Nc1nc2c(ncn2N)n1[N+](=O)[O-]
./ske_55_2_31.mol,Nc1nc2c(nc(N)n2[N+](=O)[O-])[nH]1
./ske_55_2_32.mol,Nc1nc2c(ncn2[N+](=O)[O-])n1N
./ske_55_2_33.mol,Nc1nc2c(ncn2N)n1N
./ske_55_2_34.mol,Nc1nc2c(nc(N)n2N)[nH]1
./ske_55_2_35.mol,O=[N+]([O-])c1nc2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n1[N+](=O)[O-]
./ske_55_2_36.mol,Nc1nc2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n1[N+](=O)[O-]
./ske_55_2_37.mol,Nn1c([N+](=O)[O-])nc2c1nc([N+](=O)[O-])n2[N+](=O)[O-]
./ske_55_2_38.mol,Nc1nc2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n1N
./ske_55_2_39.mol,Nc1nc2c(nc([N+](=O)[O-])n2N)n1[N+](=O)[O-]
./ske_55_2_40.mol,Nn1c([N+](=O)[O-])nc2c1nc([N+](=O)[O-])n2N
./ske_55_2_41.mol,Nc1nc2c(nc(N)n2[N+](=O)[O-])n1[N+](=O)[O-]
./ske_55_2_42.mol,Nc1nc2c(nc([N+](=O)[O-])n2N)n1N
./ske_55_2_43.mol,Nc1nc2c(nc(N)n2[N+](=O)[O-])n1N
./ske_55_2_44.mol,Nc1nc2c(nc(N)n2N)n1N
