FILENAME,SMILES
./ske_55_13_1.mol,O=[N+]([O-])c1cc2nc[nH]n2n1
./ske_55_13_2.mol,O=[N+]([O-])c1cnn2[nH]cnc12
./ske_55_13_3.mol,O=[N+]([O-])c1nc2ccnn2[nH]1
./ske_55_13_4.mol,O=[N+]([O-])n1cnc2ccnn21
./ske_55_13_5.mol,Nc1cc2nc[nH]n2n1
./ske_55_13_6.mol,Nc1cnn2[nH]cnc12
./ske_55_13_7.mol,Nc1nc2ccnn2[nH]1
./ske_55_13_8.mol,Nn1cnc2ccnn21
./ske_55_13_9.mol,O=[N+]([O-])c1nn2[nH]cnc2c1[N+](=O)[O-]
./ske_55_13_10.mol,O=[N+]([O-])c1cc2nc([N+](=O)[O-])[nH]n2n1
./ske_55_13_11.mol,O=[N+]([O-])c1cc2ncn([N+](=O)[O-])n2n1
./ske_55_13_12.mol,O=[N+]([O-])c1nc2c([N+](=O)[O-])cnn2[nH]1
./ske_55_13_13.mol,O=[N+]([O-])c1cnn2c1ncn2[N+](=O)[O-]
./ske_55_13_14.mol,O=[N+]([O-])c1nc2ccnn2n1[N+](=O)[O-]
./ske_55_13_15.mol,Nc1c([N+](=O)[O-])nn2[nH]cnc12
./ske_55_13_16.mol,Nc1nc2cc([N+](=O)[O-])nn2[nH]1
./ske_55_13_17.mol,Nn1cnc2cc([N+](=O)[O-])nn21
./ske_55_13_18.mol,Nc1nn2[nH]cnc2c1[N+](=O)[O-]
./ske_55_13_19.mol,Nc1nc2c([N+](=O)[O-])cnn2[nH]1
./ske_55_13_20.mol,Nn1cnc2c([N+](=O)[O-])cnn21
./ske_55_13_21.mol,Nc1cc2nc([N+](=O)[O-])[nH]n2n1
./ske_55_13_22.mol,Nc1cnn2[nH]c([N+](=O)[O-])nc12
./ske_55_13_23.mol,Nn1c([N+](=O)[O-])nc2ccnn21
./ske_55_13_24.mol,Nc1cc2ncn([N+](=O)[O-])n2n1
./ske_55_13_25.mol,Nc1cnn2c1ncn2[N+](=O)[O-]
./ske_55_13_26.mol,Nc1nc2ccnn2n1[N+](=O)[O-]
./ske_55_13_27.mol,Nc1nn2[nH]cnc2c1N
./ske_55_13_28.mol,Nc1cc2nc(N)[nH]n2n1
./ske_55_13_29.mol,Nc1cc2ncn(N)n2n1
./ske_55_13_30.mol,Nc1nc2c(N)cnn2[nH]1
./ske_55_13_31.mol,Nc1cnn2c1ncn2N
./ske_55_13_32.mol,Nc1nc2ccnn2n1N
./ske_55_13_33.mol,O=[N+]([O-])c1nc2c([N+](=O)[O-])c([N+](=O)[O-])nn2[nH]1
./ske_55_13_34.mol,O=[N+]([O-])c1nn2c(ncn2[N+](=O)[O-])c1[N+](=O)[O-]
