FILENAME,SMILES
./ske_56_16_1.mol,O=[N+]([O-])c1nc2nnccn2n1
./ske_56_16_2.mol,O=[N+]([O-])c1cn2ncnc2nn1
./ske_56_16_3.mol,O=[N+]([O-])c1cnnc2ncnn12
./ske_56_16_4.mol,Nc1nc2nnccn2n1
./ske_56_16_5.mol,Nc1cn2ncnc2nn1
./ske_56_16_6.mol,Nc1cnnc2ncnn12
./ske_56_16_7.mol,O=[N+]([O-])c1cn2nc([N+](=O)[O-])nc2nn1
./ske_56_16_8.mol,O=[N+]([O-])c1nc2nncc([N+](=O)[O-])n2n1
./ske_56_16_9.mol,O=[N+]([O-])c1nnc2ncnn2c1[N+](=O)[O-]
./ske_56_16_10.mol,Nc1cn2nc([N+](=O)[O-])nc2nn1
./ske_56_16_11.mol,Nc1cnnc2nc([N+](=O)[O-])nn12
./ske_56_16_12.mol,Nc1nc2nnc([N+](=O)[O-])cn2n1
./ske_56_16_13.mol,Nc1c([N+](=O)[O-])nnc2ncnn12
./ske_56_16_14.mol,Nc1nc2nncc([N+](=O)[O-])n2n1
./ske_56_16_15.mol,Nc1nnc2ncnn2c1[N+](=O)[O-]
./ske_56_16_16.mol,Nc1cn2nc(N)nc2nn1
./ske_56_16_17.mol,Nc1nc2nncc(N)n2n1
./ske_56_16_18.mol,Nc1nnc2ncnn2c1N
./ske_56_16_19.mol,O=[N+]([O-])c1nc2nnc([N+](=O)[O-])c([N+](=O)[O-])n2n1
./ske_56_16_20.mol,Nc1c([N+](=O)[O-])nnc2nc([N+](=O)[O-])nn12
./ske_56_16_21.mol,Nc1nnc2nc([N+](=O)[O-])nn2c1[N+](=O)[O-]
./ske_56_16_22.mol,Nc1nc2nnc([N+](=O)[O-])c([N+](=O)[O-])n2n1
./ske_56_16_23.mol,Nc1nnc2nc([N+](=O)[O-])nn2c1N
./ske_56_16_24.mol,Nc1nc2nnc([N+](=O)[O-])c(N)n2n1
./ske_56_16_25.mol,Nc1nc2nnc(N)c([N+](=O)[O-])n2n1
./ske_56_16_26.mol,Nc1nc2nnc(N)c(N)n2n1
