FILENAME,SMILES
./ske_56_15_1.mol,O=[N+]([O-])c1nc2ncncn2n1
./ske_56_15_2.mol,O=[N+]([O-])c1ncn2ncnc2n1
./ske_56_15_3.mol,O=[N+]([O-])c1ncnc2ncnn12
./ske_56_15_4.mol,Nc1nc2ncncn2n1
./ske_56_15_5.mol,Nc1ncn2ncnc2n1
./ske_56_15_6.mol,Nc1ncnc2ncnn12
./ske_56_15_7.mol,O=[N+]([O-])c1ncn2nc([N+](=O)[O-])nc2n1
./ske_56_15_8.mol,O=[N+]([O-])c1nc2ncnc([N+](=O)[O-])n2n1
./ske_56_15_9.mol,O=[N+]([O-])c1nc([N+](=O)[O-])n2ncnc2n1
./ske_56_15_10.mol,Nc1ncn2nc([N+](=O)[O-])nc2n1
./ske_56_15_11.mol,Nc1ncnc2nc([N+](=O)[O-])nn12
./ske_56_15_12.mol,Nc1nc2nc([N+](=O)[O-])ncn2n1
./ske_56_15_13.mol,Nc1nc([N+](=O)[O-])nc2ncnn12
./ske_56_15_14.mol,Nc1nc2ncnc([N+](=O)[O-])n2n1
./ske_56_15_15.mol,Nc1nc([N+](=O)[O-])n2ncnc2n1
./ske_56_15_16.mol,Nc1ncn2nc(N)nc2n1
./ske_56_15_17.mol,Nc1nc2ncnc(N)n2n1
./ske_56_15_18.mol,Nc1nc(N)n2ncnc2n1
./ske_56_15_19.mol,O=[N+]([O-])c1nc([N+](=O)[O-])n2nc([N+](=O)[O-])nc2n1
./ske_56_15_20.mol,Nc1nc([N+](=O)[O-])nc2nc([N+](=O)[O-])nn12
./ske_56_15_21.mol,Nc1nc([N+](=O)[O-])n2nc([N+](=O)[O-])nc2n1
./ske_56_15_22.mol,Nc1nc2nc([N+](=O)[O-])nc([N+](=O)[O-])n2n1
./ske_56_15_23.mol,Nc1nc(N)n2nc([N+](=O)[O-])nc2n1
./ske_56_15_24.mol,Nc1nc2nc([N+](=O)[O-])nc(N)n2n1
./ske_56_15_25.mol,Nc1nc([N+](=O)[O-])n2nc(N)nc2n1
./ske_56_15_26.mol,Nc1nc(N)n2nc(N)nc2n1
