FILENAME,SMILES
./ske_56_13_1.mol,O=[N+]([O-])c1nc2nccnn2n1
./ske_56_13_2.mol,O=[N+]([O-])c1cnn2ncnc2n1
./ske_56_13_3.mol,O=[N+]([O-])c1cnc2ncnn2n1
./ske_56_13_4.mol,Nc1nc2nccnn2n1
./ske_56_13_5.mol,Nc1cnn2ncnc2n1
./ske_56_13_6.mol,Nc1cnc2ncnn2n1
./ske_56_13_7.mol,O=[N+]([O-])c1cnn2nc([N+](=O)[O-])nc2n1
./ske_56_13_8.mol,O=[N+]([O-])c1cnc2nc([N+](=O)[O-])nn2n1
./ske_56_13_9.mol,O=[N+]([O-])c1nc2ncnn2nc1[N+](=O)[O-]
./ske_56_13_10.mol,Nc1cnn2nc([N+](=O)[O-])nc2n1
./ske_56_13_11.mol,Nc1cnc2nc([N+](=O)[O-])nn2n1
./ske_56_13_12.mol,Nc1nc2nc([N+](=O)[O-])cnn2n1
./ske_56_13_13.mol,Nc1nn2ncnc2nc1[N+](=O)[O-]
./ske_56_13_14.mol,Nc1nc2ncc([N+](=O)[O-])nn2n1
./ske_56_13_15.mol,Nc1nc2ncnn2nc1[N+](=O)[O-]
./ske_56_13_16.mol,Nc1cnn2nc(N)nc2n1
./ske_56_13_17.mol,Nc1cnc2nc(N)nn2n1
./ske_56_13_18.mol,Nc1nc2ncnn2nc1N
./ske_56_13_19.mol,O=[N+]([O-])c1nc2nc([N+](=O)[O-])c([N+](=O)[O-])nn2n1
./ske_56_13_20.mol,Nc1nn2nc([N+](=O)[O-])nc2nc1[N+](=O)[O-]
./ske_56_13_21.mol,Nc1nc2nc([N+](=O)[O-])nn2nc1[N+](=O)[O-]
./ske_56_13_22.mol,Nc1nc2nc([N+](=O)[O-])c([N+](=O)[O-])nn2n1
./ske_56_13_23.mol,Nc1nc2nc([N+](=O)[O-])nn2nc1N
./ske_56_13_24.mol,Nc1nc2nc([N+](=O)[O-])c(N)nn2n1
./ske_56_13_25.mol,Nc1nc2nc(N)c([N+](=O)[O-])nn2n1
./ske_56_13_26.mol,Nc1nc2nc(N)c(N)nn2n1
