FILENAME,SMILES
./ske_55_5_1.mol,O=[N+]([O-])c1nc2nn[nH]c2[nH]1
./ske_55_5_2.mol,O=[N+]([O-])n1cnc2nn[nH]c21
./ske_55_5_3.mol,O=[N+]([O-])n1nnc2nc[nH]c21
./ske_55_5_4.mol,Nc1nc2nn[nH]c2[nH]1
./ske_55_5_5.mol,Nn1cnc2nn[nH]c21
./ske_55_5_6.mol,Nn1nnc2nc[nH]c21
./ske_55_5_7.mol,O=[N+]([O-])c1nc2nn[nH]c2n1[N+](=O)[O-]
./ske_55_5_8.mol,O=[N+]([O-])c1nc2nnn([N+](=O)[O-])c2[nH]1
./ske_55_5_9.mol,O=[N+]([O-])n1cnc2nnn([N+](=O)[O-])c21
./ske_55_5_10.mol,Nn1c([N+](=O)[O-])nc2nn[nH]c21
./ske_55_5_11.mol,Nn1nnc2nc([N+](=O)[O-])[nH]c21
./ske_55_5_12.mol,Nc1nc2nn[nH]c2n1[N+](=O)[O-]
./ske_55_5_13.mol,Nn1nnc2ncn([N+](=O)[O-])c21
./ske_55_5_14.mol,Nc1nc2nnn([N+](=O)[O-])c2[nH]1
./ske_55_5_15.mol,Nn1cnc2nnn([N+](=O)[O-])c21
./ske_55_5_16.mol,Nc1nc2nn[nH]c2n1N
./ske_55_5_17.mol,Nc1nc2nnn(N)c2[nH]1
./ske_55_5_18.mol,Nn1cnc2nnn(N)c21
./ske_55_5_19.mol,O=[N+]([O-])c1nc2nnn([N+](=O)[O-])c2n1[N+](=O)[O-]
./ske_55_5_20.mol,Nn1nnc2nc([N+](=O)[O-])n([N+](=O)[O-])c21
./ske_55_5_21.mol,Nn1c([N+](=O)[O-])nc2nnn([N+](=O)[O-])c21
./ske_55_5_22.mol,Nc1nc2nnn([N+](=O)[O-])c2n1[N+](=O)[O-]
./ske_55_5_23.mol,Nn1nnc2nc([N+](=O)[O-])n(N)c21
./ske_55_5_24.mol,Nc1nc2nnn(N)c2n1[N+](=O)[O-]
./ske_55_5_25.mol,Nc1nc2nnn([N+](=O)[O-])c2n1N
./ske_55_5_26.mol,Nc1nc2nnn(N)c2n1N
