FILENAME,SMILES
./ske_55_6_1.mol,O=[N+]([O-])c1nc2[nH]nnc2[nH]1
./ske_55_6_2.mol,O=[N+]([O-])n1cnc2[nH]nnc21
./ske_55_6_3.mol,O=[N+]([O-])n1nnc2[nH]cnc21
./ske_55_6_4.mol,Nc1nc2[nH]nnc2[nH]1
./ske_55_6_5.mol,Nn1cnc2[nH]nnc21
./ske_55_6_6.mol,Nn1nnc2[nH]cnc21
./ske_55_6_7.mol,O=[N+]([O-])c1nc2[nH]nnc2n1[N+](=O)[O-]
./ske_55_6_8.mol,O=[N+]([O-])c1nc2c(nnn2[N+](=O)[O-])[nH]1
./ske_55_6_9.mol,O=[N+]([O-])n1cnc2c1nnn2[N+](=O)[O-]
./ske_55_6_10.mol,Nn1c([N+](=O)[O-])nc2[nH]nnc21
./ske_55_6_11.mol,Nn1nnc2[nH]c([N+](=O)[O-])nc21
./ske_55_6_12.mol,Nc1nc2[nH]nnc2n1[N+](=O)[O-]
./ske_55_6_13.mol,Nn1nnc2c1ncn2[N+](=O)[O-]
./ske_55_6_14.mol,Nc1nc2c(nnn2[N+](=O)[O-])[nH]1
./ske_55_6_15.mol,Nn1cnc2c1nnn2[N+](=O)[O-]
./ske_55_6_16.mol,Nc1nc2[nH]nnc2n1N
./ske_55_6_17.mol,Nc1nc2c(nnn2N)[nH]1
./ske_55_6_18.mol,Nn1cnc2c1nnn2N
./ske_55_6_19.mol,O=[N+]([O-])c1nc2c(nnn2[N+](=O)[O-])n1[N+](=O)[O-]
./ske_55_6_20.mol,Nn1nnc2c1nc([N+](=O)[O-])n2[N+](=O)[O-]
./ske_55_6_21.mol,Nn1c([N+](=O)[O-])nc2c1nnn2[N+](=O)[O-]
./ske_55_6_22.mol,Nc1nc2c(nnn2[N+](=O)[O-])n1[N+](=O)[O-]
./ske_55_6_23.mol,Nn1nnc2c1nc([N+](=O)[O-])n2N
./ske_55_6_24.mol,Nc1nc2c(nnn2N)n1[N+](=O)[O-]
./ske_55_6_25.mol,Nc1nc2c(nnn2[N+](=O)[O-])n1N
./ske_55_6_26.mol,Nc1nc2c(nnn2N)n1N
