FILENAME,SMILES
./ske_56_12_1.mol,O=[N+]([O-])c1nc2cncnn2n1
./ske_56_12_2.mol,O=[N+]([O-])c1ncnn2ncnc12
./ske_56_12_3.mol,O=[N+]([O-])c1ncc2ncnn2n1
./ske_56_12_4.mol,Nc1nc2cncnn2n1
./ske_56_12_5.mol,Nc1ncnn2ncnc12
./ske_56_12_6.mol,Nc1ncc2ncnn2n1
./ske_56_12_7.mol,O=[N+]([O-])c1nc2c([N+](=O)[O-])ncnn2n1
./ske_56_12_8.mol,O=[N+]([O-])c1ncc2nc([N+](=O)[O-])nn2n1
./ske_56_12_9.mol,O=[N+]([O-])c1nc([N+](=O)[O-])c2ncnn2n1
./ske_56_12_10.mol,Nc1ncnn2nc([N+](=O)[O-])nc12
./ske_56_12_11.mol,Nc1ncc2nc([N+](=O)[O-])nn2n1
./ske_56_12_12.mol,Nc1nc2c([N+](=O)[O-])ncnn2n1
./ske_56_12_13.mol,Nc1nc([N+](=O)[O-])c2ncnn2n1
./ske_56_12_14.mol,Nc1nc2cnc([N+](=O)[O-])nn2n1
./ske_56_12_15.mol,Nc1nc([N+](=O)[O-])nn2ncnc12
./ske_56_12_16.mol,Nc1nc2c(N)ncnn2n1
./ske_56_12_17.mol,Nc1ncc2nc(N)nn2n1
./ske_56_12_18.mol,Nc1nc(N)c2ncnn2n1
./ske_56_12_19.mol,O=[N+]([O-])c1nc([N+](=O)[O-])c2nc([N+](=O)[O-])nn2n1
./ske_56_12_20.mol,Nc1nc([N+](=O)[O-])c2nc([N+](=O)[O-])nn2n1
./ske_56_12_21.mol,Nc1nc([N+](=O)[O-])nn2nc([N+](=O)[O-])nc12
./ske_56_12_22.mol,Nc1nc2c([N+](=O)[O-])nc([N+](=O)[O-])nn2n1
./ske_56_12_23.mol,Nc1nc(N)c2nc([N+](=O)[O-])nn2n1
./ske_56_12_24.mol,Nc1nc([N+](=O)[O-])c2nc(N)nn2n1
./ske_56_12_25.mol,Nc1nc2c(N)nc([N+](=O)[O-])nn2n1
./ske_56_12_26.mol,Nc1nc(N)c2nc(N)nn2n1
