FILENAME,SMILES
./ske_55_8_1.mol,O=[N+]([O-])n1ncc2nn[nH]c21
./ske_55_8_2.mol,O=[N+]([O-])c1n[nH]c2[nH]nnc12
./ske_55_8_3.mol,O=[N+]([O-])n1nnc2cn[nH]c21
./ske_55_8_4.mol,Nn1ncc2nn[nH]c21
./ske_55_8_5.mol,Nc1n[nH]c2[nH]nnc12
./ske_55_8_6.mol,Nn1nnc2cn[nH]c21
./ske_55_8_7.mol,O=[N+]([O-])c1nn([N+](=O)[O-])c2[nH]nnc12
./ske_55_8_8.mol,O=[N+]([O-])n1ncc2nnn([N+](=O)[O-])c21
./ske_55_8_9.mol,O=[N+]([O-])c1n[nH]c2c1nnn2[N+](=O)[O-]
./ske_55_8_10.mol,Nc1nn([N+](=O)[O-])c2[nH]nnc12
./ske_55_8_11.mol,Nn1nnc2cnn([N+](=O)[O-])c21
./ske_55_8_12.mol,Nn1nc([N+](=O)[O-])c2nn[nH]c21
./ske_55_8_13.mol,Nn1nnc2c([N+](=O)[O-])n[nH]c21
./ske_55_8_14.mol,Nn1ncc2nnn([N+](=O)[O-])c21
./ske_55_8_15.mol,Nc1n[nH]c2c1nnn2[N+](=O)[O-]
./ske_55_8_16.mol,Nc1nn(N)c2[nH]nnc12
./ske_55_8_17.mol,Nn1ncc2nnn(N)c21
./ske_55_8_18.mol,Nc1n[nH]c2c1nnn2N
./ske_55_8_19.mol,O=[N+]([O-])c1nn([N+](=O)[O-])c2c1nnn2[N+](=O)[O-]
./ske_55_8_20.mol,Nn1nnc2c([N+](=O)[O-])nn([N+](=O)[O-])c21
./ske_55_8_21.mol,Nc1nn([N+](=O)[O-])c2c1nnn2[N+](=O)[O-]
./ske_55_8_22.mol,Nn1nc([N+](=O)[O-])c2nnn([N+](=O)[O-])c21
./ske_55_8_23.mol,Nc1nn([N+](=O)[O-])c2c1nnn2N
./ske_55_8_24.mol,Nn1nnc2c([N+](=O)[O-])nn(N)c21
./ske_55_8_25.mol,Nc1nn(N)c2c1nnn2[N+](=O)[O-]
./ske_55_8_26.mol,Nc1nn(N)c2c1nnn2N
