FILENAME,SMILES
./ske_55_4_1.mol,O=[N+]([O-])c1nc2cn[nH]c2[nH]1
./ske_55_4_2.mol,O=[N+]([O-])n1cnc2cn[nH]c21
./ske_55_4_3.mol,O=[N+]([O-])c1n[nH]c2[nH]cnc12
./ske_55_4_4.mol,O=[N+]([O-])n1ncc2nc[nH]c21
./ske_55_4_5.mol,Nc1nc2cn[nH]c2[nH]1
./ske_55_4_6.mol,Nn1cnc2cn[nH]c21
./ske_55_4_7.mol,Nc1n[nH]c2[nH]cnc12
./ske_55_4_8.mol,Nn1ncc2nc[nH]c21
./ske_55_4_9.mol,O=[N+]([O-])c1nc2cn[nH]c2n1[N+](=O)[O-]
./ske_55_4_10.mol,O=[N+]([O-])c1nc2c([N+](=O)[O-])n[nH]c2[nH]1
./ske_55_4_11.mol,O=[N+]([O-])c1nc2cnn([N+](=O)[O-])c2[nH]1
./ske_55_4_12.mol,O=[N+]([O-])c1n[nH]c2c1ncn2[N+](=O)[O-]
./ske_55_4_13.mol,O=[N+]([O-])n1cnc2cnn([N+](=O)[O-])c21
./ske_55_4_14.mol,O=[N+]([O-])c1nn([N+](=O)[O-])c2[nH]cnc12
./ske_55_4_15.mol,Nn1c([N+](=O)[O-])nc2cn[nH]c21
./ske_55_4_16.mol,Nc1n[nH]c2[nH]c([N+](=O)[O-])nc12
./ske_55_4_17.mol,Nn1ncc2nc([N+](=O)[O-])[nH]c21
./ske_55_4_18.mol,Nc1nc2cn[nH]c2n1[N+](=O)[O-]
./ske_55_4_19.mol,Nc1n[nH]c2c1ncn2[N+](=O)[O-]
./ske_55_4_20.mol,Nn1ncc2ncn([N+](=O)[O-])c21
./ske_55_4_21.mol,Nc1nc2c([N+](=O)[O-])n[nH]c2[nH]1
./ske_55_4_22.mol,Nn1cnc2c([N+](=O)[O-])n[nH]c21
./ske_55_4_23.mol,Nn1nc([N+](=O)[O-])c2nc[nH]c21
./ske_55_4_24.mol,Nc1nc2cnn([N+](=O)[O-])c2[nH]1
./ske_55_4_25.mol,Nn1cnc2cnn([N+](=O)[O-])c21
./ske_55_4_26.mol,Nc1nn([N+](=O)[O-])c2[nH]cnc12
./ske_55_4_27.mol,Nc1nc2cn[nH]c2n1N
./ske_55_4_28.mol,Nc1nc2c(N)n[nH]c2[nH]1
./ske_55_4_29.mol,Nc1nc2cnn(N)c2[nH]1
./ske_55_4_30.mol,Nc1n[nH]c2c1ncn2N
./ske_55_4_31.mol,Nn1cnc2cnn(N)c21
./ske_55_4_32.mol,Nc1nn(N)c2[nH]cnc12
./ske_55_4_33.mol,O=[N+]([O-])c1n[nH]c2c1nc([N+](=O)[O-])n2[N+](=O)[O-]
./ske_55_4_34.mol,O=[N+]([O-])c1nc2cnn([N+](=O)[O-])c2n1[N+](=O)[O-]
./ske_55_4_35.mol,O=[N+]([O-])c1nc2c([N+](=O)[O-])nn([N+](=O)[O-])c2[nH]1
./ske_55_4_36.mol,O=[N+]([O-])c1nn([N+](=O)[O-])c2c1ncn2[N+](=O)[O-]
./ske_55_4_37.mol,Nc1n[nH]c2c1nc([N+](=O)[O-])n2[N+](=O)[O-]
./ske_55_4_38.mol,Nn1ncc2nc([N+](=O)[O-])n([N+](=O)[O-])c21
./ske_55_4_39.mol,Nn1c([N+](=O)[O-])nc2c([N+](=O)[O-])n[nH]c21
./ske_55_4_40.mol,Nn1nc([N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c21
