FILENAME,SMILES
./ske_56_24_1.mol,O=[N+]([O-])c1nnc2cnncn12
./ske_56_24_2.mol,O=[N+]([O-])c1nncn2cnnc12
./ske_56_24_3.mol,O=[N+]([O-])c1nncc2nncn12
./ske_56_24_4.mol,Nc1nnc2cnncn12
./ske_56_24_5.mol,Nc1nncn2cnnc12
./ske_56_24_6.mol,Nc1nncc2nncn12
./ske_56_24_7.mol,O=[N+]([O-])c1nncn2c([N+](=O)[O-])nnc12
./ske_56_24_8.mol,O=[N+]([O-])c1nncc2nnc([N+](=O)[O-])n12
./ske_56_24_9.mol,O=[N+]([O-])c1nnc([N+](=O)[O-])n2cnnc12
./ske_56_24_10.mol,Nc1nncn2c([N+](=O)[O-])nnc12
./ske_56_24_11.mol,Nc1nncc2nnc([N+](=O)[O-])n12
./ske_56_24_12.mol,Nc1nnc2c([N+](=O)[O-])nncn12
./ske_56_24_13.mol,Nc1nnc([N+](=O)[O-])c2nncn12
./ske_56_24_14.mol,Nc1nnc2cnnc([N+](=O)[O-])n12
./ske_56_24_15.mol,Nc1nnc([N+](=O)[O-])n2cnnc12
./ske_56_24_16.mol,Nc1nncn2c(N)nnc12
./ske_56_24_17.mol,Nc1nncc2nnc(N)n12
./ske_56_24_18.mol,Nc1nnc(N)n2cnnc12
./ske_56_24_19.mol,O=[N+]([O-])c1nnc([N+](=O)[O-])n2c([N+](=O)[O-])nnc12
./ske_56_24_20.mol,Nc1nnc([N+](=O)[O-])c2nnc([N+](=O)[O-])n12
./ske_56_24_21.mol,Nc1nnc([N+](=O)[O-])n2c([N+](=O)[O-])nnc12
./ske_56_24_22.mol,Nc1nnc2c([N+](=O)[O-])nnc([N+](=O)[O-])n12
./ske_56_24_23.mol,Nc1nnc(N)n2c([N+](=O)[O-])nnc12
./ske_56_24_24.mol,Nc1nnc([N+](=O)[O-])c2nnc(N)n12
./ske_56_24_25.mol,Nc1nnc([N+](=O)[O-])n2c(N)nnc12
./ske_56_24_26.mol,Nc1nnc(N)n2c(N)nnc12
