FILENAME,SMILES
./ske_55_14_1.mol,O=[N+]([O-])c1cc2nn[nH]n2n1
./ske_55_14_2.mol,O=[N+]([O-])c1cnn2[nH]nnc12
./ske_55_14_3.mol,O=[N+]([O-])n1nnc2ccnn21
./ske_55_14_4.mol,Nc1cc2nn[nH]n2n1
./ske_55_14_5.mol,Nc1cnn2[nH]nnc12
./ske_55_14_6.mol,Nn1nnc2ccnn21
./ske_55_14_7.mol,O=[N+]([O-])c1nn2[nH]nnc2c1[N+](=O)[O-]
./ske_55_14_8.mol,O=[N+]([O-])c1cc2nnn([N+](=O)[O-])n2n1
./ske_55_14_9.mol,O=[N+]([O-])c1cnn2c1nnn2[N+](=O)[O-]
./ske_55_14_10.mol,Nc1c([N+](=O)[O-])nn2[nH]nnc12
./ske_55_14_11.mol,Nn1nnc2cc([N+](=O)[O-])nn21
./ske_55_14_12.mol,Nc1nn2[nH]nnc2c1[N+](=O)[O-]
./ske_55_14_13.mol,Nn1nnc2c([N+](=O)[O-])cnn21
./ske_55_14_14.mol,Nc1cc2nnn([N+](=O)[O-])n2n1
./ske_55_14_15.mol,Nc1cnn2c1nnn2[N+](=O)[O-]
./ske_55_14_16.mol,Nc1nn2[nH]nnc2c1N
./ske_55_14_17.mol,Nc1cc2nnn(N)n2n1
./ske_55_14_18.mol,Nc1cnn2c1nnn2N
./ske_55_14_19.mol,O=[N+]([O-])c1nn2c(nnn2[N+](=O)[O-])c1[N+](=O)[O-]
./ske_55_14_20.mol,Nn1nnc2c([N+](=O)[O-])c([N+](=O)[O-])nn21
./ske_55_14_21.mol,Nc1c([N+](=O)[O-])nn2c1nnn2[N+](=O)[O-]
./ske_55_14_22.mol,Nc1nn2c(nnn2[N+](=O)[O-])c1[N+](=O)[O-]
./ske_55_14_23.mol,Nc1c([N+](=O)[O-])nn2c1nnn2N
./ske_55_14_24.mol,Nc1nn2c(nnn2N)c1[N+](=O)[O-]
./ske_55_14_25.mol,Nc1nn2c(nnn2[N+](=O)[O-])c1N
./ske_55_14_26.mol,Nc1nn2c(nnn2N)c1N
