FILENAME,SMILES
./ske_55_15_1.mol,O=[N+]([O-])c1cc2[nH]nnn2n1
./ske_55_15_2.mol,O=[N+]([O-])c1cnn2nn[nH]c12
./ske_55_15_3.mol,O=[N+]([O-])n1nnn2nccc12
./ske_55_15_4.mol,Nc1cc2[nH]nnn2n1
./ske_55_15_5.mol,Nc1cnn2nn[nH]c12
./ske_55_15_6.mol,Nn1nnn2nccc12
./ske_55_15_7.mol,O=[N+]([O-])c1nn2nn[nH]c2c1[N+](=O)[O-]
./ske_55_15_8.mol,O=[N+]([O-])c1cc2n([N+](=O)[O-])nnn2n1
./ske_55_15_9.mol,O=[N+]([O-])c1cnn2nnn([N+](=O)[O-])c12
./ske_55_15_10.mol,Nc1c([N+](=O)[O-])nn2nn[nH]c12
./ske_55_15_11.mol,Nn1nnn2nc([N+](=O)[O-])cc12
./ske_55_15_12.mol,Nc1nn2nn[nH]c2c1[N+](=O)[O-]
./ske_55_15_13.mol,Nn1nnn2ncc([N+](=O)[O-])c12
./ske_55_15_14.mol,Nc1cc2n([N+](=O)[O-])nnn2n1
./ske_55_15_15.mol,Nc1cnn2nnn([N+](=O)[O-])c12
./ske_55_15_16.mol,Nc1nn2nn[nH]c2c1N
./ske_55_15_17.mol,Nc1cc2n(N)nnn2n1
./ske_55_15_18.mol,Nc1cnn2nnn(N)c12
./ske_55_15_19.mol,O=[N+]([O-])c1nn2nnn([N+](=O)[O-])c2c1[N+](=O)[O-]
./ske_55_15_20.mol,Nn1nnn2nc([N+](=O)[O-])c([N+](=O)[O-])c12
./ske_55_15_21.mol,Nc1c([N+](=O)[O-])nn2nnn([N+](=O)[O-])c12
./ske_55_15_22.mol,Nc1nn2nnn([N+](=O)[O-])c2c1[N+](=O)[O-]
./ske_55_15_23.mol,Nc1c([N+](=O)[O-])nn2nnn(N)c12
./ske_55_15_24.mol,Nc1nn2nnn(N)c2c1[N+](=O)[O-]
./ske_55_15_25.mol,Nc1nn2nnn([N+](=O)[O-])c2c1N
./ske_55_15_26.mol,Nc1nn2nnn(N)c2c1N
