FILENAME,SMILES
./ske_56_3_1.mol,O=[N+]([O-])c1cc2nccnn2n1
./ske_56_3_2.mol,O=[N+]([O-])c1cnn2nccnc12
./ske_56_3_3.mol,O=[N+]([O-])c1cnn2nccc2n1
./ske_56_3_4.mol,O=[N+]([O-])c1cnc2ccnn2n1
./ske_56_3_5.mol,Nc1cc2nccnn2n1
./ske_56_3_6.mol,Nc1cnn2nccnc12
./ske_56_3_7.mol,Nc1cnn2nccc2n1
./ske_56_3_8.mol,Nc1cnc2ccnn2n1
./ske_56_3_9.mol,O=[N+]([O-])c1nn2nccnc2c1[N+](=O)[O-]
./ske_56_3_10.mol,O=[N+]([O-])c1cnn2nc([N+](=O)[O-])cc2n1
./ske_56_3_11.mol,O=[N+]([O-])c1cnc2cc([N+](=O)[O-])nn2n1
./ske_56_3_12.mol,O=[N+]([O-])c1cnn2ncc([N+](=O)[O-])c2n1
./ske_56_3_13.mol,O=[N+]([O-])c1cnc2c([N+](=O)[O-])cnn2n1
./ske_56_3_14.mol,O=[N+]([O-])c1nc2ccnn2nc1[N+](=O)[O-]
./ske_56_3_15.mol,Nc1c([N+](=O)[O-])nn2nccnc12
./ske_56_3_16.mol,Nc1cnn2nc([N+](=O)[O-])cc2n1
./ske_56_3_17.mol,Nc1cnc2cc([N+](=O)[O-])nn2n1
./ske_56_3_18.mol,Nc1nn2nccnc2c1[N+](=O)[O-]
./ske_56_3_19.mol,Nc1cnn2ncc([N+](=O)[O-])c2n1
./ske_56_3_20.mol,Nc1cnc2c([N+](=O)[O-])cnn2n1
./ske_56_3_21.mol,Nc1cc2nc([N+](=O)[O-])cnn2n1
./ske_56_3_22.mol,Nc1cnn2ncc([N+](=O)[O-])nc12
./ske_56_3_23.mol,Nc1nn2nccc2nc1[N+](=O)[O-]
./ske_56_3_24.mol,Nc1cc2ncc([N+](=O)[O-])nn2n1
./ske_56_3_25.mol,Nc1cnn2nc([N+](=O)[O-])cnc12
./ske_56_3_26.mol,Nc1nc2ccnn2nc1[N+](=O)[O-]
./ske_56_3_27.mol,Nc1nn2nccnc2c1N
./ske_56_3_28.mol,Nc1cnn2nc(N)cc2n1
./ske_56_3_29.mol,Nc1cnc2cc(N)nn2n1
./ske_56_3_30.mol,Nc1cnn2ncc(N)c2n1
./ske_56_3_31.mol,Nc1cnc2c(N)cnn2n1
./ske_56_3_32.mol,Nc1nc2ccnn2nc1N
./ske_56_3_33.mol,O=[N+]([O-])c1cnn2nc([N+](=O)[O-])c([N+](=O)[O-])c2n1
./ske_56_3_34.mol,O=[N+]([O-])c1cnc2c([N+](=O)[O-])c([N+](=O)[O-])nn2n1
./ske_56_3_35.mol,O=[N+]([O-])c1cc2nc([N+](=O)[O-])c([N+](=O)[O-])nn2n1
