FILENAME,SMILES
./ske_56_14_1.mol,O=[N+]([O-])c1nc2cnncn2n1
./ske_56_14_2.mol,O=[N+]([O-])c1nncn2ncnc12
./ske_56_14_3.mol,O=[N+]([O-])c1nncc2ncnn12
./ske_56_14_4.mol,Nc1nc2cnncn2n1
./ske_56_14_5.mol,Nc1nncn2ncnc12
./ske_56_14_6.mol,Nc1nncc2ncnn12
./ske_56_14_7.mol,O=[N+]([O-])c1nc2c([N+](=O)[O-])nncn2n1
./ske_56_14_8.mol,O=[N+]([O-])c1nc2cnnc([N+](=O)[O-])n2n1
./ske_56_14_9.mol,O=[N+]([O-])c1nnc([N+](=O)[O-])n2ncnc12
./ske_56_14_10.mol,Nc1nncn2nc([N+](=O)[O-])nc12
./ske_56_14_11.mol,Nc1nncc2nc([N+](=O)[O-])nn12
./ske_56_14_12.mol,Nc1nc2c([N+](=O)[O-])nncn2n1
./ske_56_14_13.mol,Nc1nnc([N+](=O)[O-])c2ncnn12
./ske_56_14_14.mol,Nc1nc2cnnc([N+](=O)[O-])n2n1
./ske_56_14_15.mol,Nc1nnc([N+](=O)[O-])n2ncnc12
./ske_56_14_16.mol,Nc1nc2c(N)nncn2n1
./ske_56_14_17.mol,Nc1nc2cnnc(N)n2n1
./ske_56_14_18.mol,Nc1nnc(N)n2ncnc12
./ske_56_14_19.mol,O=[N+]([O-])c1nc2c([N+](=O)[O-])nnc([N+](=O)[O-])n2n1
./ske_56_14_20.mol,Nc1nnc([N+](=O)[O-])c2nc([N+](=O)[O-])nn12
./ske_56_14_21.mol,Nc1nnc([N+](=O)[O-])n2nc([N+](=O)[O-])nc12
./ske_56_14_22.mol,Nc1nc2c([N+](=O)[O-])nnc([N+](=O)[O-])n2n1
./ske_56_14_23.mol,Nc1nnc(N)n2nc([N+](=O)[O-])nc12
./ske_56_14_24.mol,Nc1nc2c([N+](=O)[O-])nnc(N)n2n1
./ske_56_14_25.mol,Nc1nc2c(N)nnc([N+](=O)[O-])n2n1
./ske_56_14_26.mol,Nc1nc2c(N)nnc(N)n2n1
